Sentiment	SentimentText
-1	screenwrit dan schneider director shawn levi substitut volum primari color humor bite 
1	import movi remind power film move us make us examin our valu 
-1	sugar-co rocki whose valuabl messag forgotten 10 minut after last trombon honk 
1	if you love motown music you'll love documentari 
1	slick engross melodrama 
1	classic fairi tale perfectli captur wonder worri childhood wai few movi have ever approach 
-1	just string stale gag no good insid dope no particular bite 
-1	unfortun stori actor serv hack script 
1	smart funni just honest enough provid pleasur slightli naughti just-above-averag off- broadwai plai 
-1	constantli slip grasp it maker 
-1	eddi murphi owen wilson have cute partnership i spy but movi around them so often nearli noth their charm doesn't do load good 
-1	film ha few cute idea sever modest chuckl but isn't exactli kiddie-friendly� ala santa more ho-hum ho-ho-ho snowman ( who never get plai flute ) ha all charm meltdown 
-1	director-chef gabriel muccino keep fast -- zippi comin' ya -- if fear hi film molto superficial 
1	you will emerg clearer view how gear justic grind death report come share airtim alongsid farm report 
1	reign fire hardli most origin fantasi film ever made -- beyond road warrior ow enorm debt alien everi previou dragon drama -- but bare make ani less entertain 
1	chouraqui bring documentary-lik credibl horror kill field barbar 'ethnic cleans '
1	claud chabrol ha here thriller without thrill but that' okai 
1	reign fire mai littl more anoth platter reheat alien but it' still pretti tasti 
1	it worst screenplai callow but it best young artist' thought consider fatherhood 
-1	frankenstein mishmash careen dark satir cartoonish slapstick bartlebi perform neither on veri well 
-1	mostli shafer co-writ gregori hinton lack strong-mind viewpoint sens humor 
1	you think you'v figur out bielinsky' great game that' you'r most troubl : he' con you'r just mark 
-1	devoid ani qualiti made first film so special 
1	triniti assembl approach endeavor shock lack ironi georg ratliff' documentari hell hous reflect their earnest � make terrifi film 
1	metaphor abound but easi take film face valu enjoi it slightli humor tender stori 
-1	movi almost complet lack suspens surpris consist emot convict 
1	slick well-oil machin exquisit polish upholst 
-1	story' pathet gag pueril 
1	while film not entir success still manag string togeth enough charm moment work 
1	it' clear-ei portrait intens live time fill nervou energi moral ambigu great uncertainti 
1	will make you think twice about what might go insid each trailer park you drive past -- even if chiefli inspir you drive littl faster 
1	tasti slice droll whimsi 
-1	unlik trei parker sandler doesn't understand idea exploit molest laugh funni not actual exploit yourself 
-1	so unremittingli aw label dog probabl constitut cruelti canin 
-1	pictur mostli lump run-of-the-mil profan sprinkl few remark so gear toward engend audienc sympathi you might think he run offic -- try win over probat offic 
1	normal screen process these bromid would bare enough sustain interstiti program discoveri channel but imax 3-d clich� disappear vertigin perspect open up photographi 
1	surreal gilliam-esqu film also troubl interpret ecclesiast reward work art onli most patient challenge-hungri moviego 
-1	direct occasion rise level margin compet but most film hard tell who chase who why 
-1	make me feel weird / think about all bad thing world / like puppi broken leg / butterfli die / movi star pop queen
-1	addit overcook ham-fist direct ha all actor reach back row dialogu sound like horribl poetri 
-1	plot straight off shelf perform television- calib messag provid solac through decept littl creepi 
-1	i analyz movi three word : thumb friggin' down 
1	call me wimp but i cri not onc but three time anim sweet film 
-1	crikei inde 
1	would disingenu call reno great film but you sai about most flick move out multiplex movi what : pleasant distract fridai night divers excus eat popcorn 
1	histor epic courag it convict about both scope detail 
-1	ever see on those comedi just seem like bad idea frame on ? 
1	�an ador whimsic comedi deserv more pass twinkl 
1	 brown sugar admir aspir more anoth best man clone weav theme throughout funni film 
-1	given both movi expect us root convict violent felon over those assign protect us same we need everi bit sympathi con muster ; time isn't much 
1	 mesmer eye-open tour modern beij cultur journei rebellion retreat oblivion return 
-1	what sour me santa claus 2 santa bump up against 21st centuri realiti so hard it' icki 
1	both grand tour through 300 hundr year russian cultur ident stun technic achiev 
1	on hour photo mai seem disappoint it gener but it' littl nuanc perhap had escap director mark romanek' self-consci scrutini happen final get under your skin 
-1	troubl everi dai success some sens but it' hard like film so cold dead 
1	majidi' direct ha never smoother more confid 
1	concert footag stir record session intrigu -- wai strike blow artist integr -- qualiti band mai pick up new admir 
-1	imagin life harri potter martial art adventur told lobotom woodi allen have some idea fate li store moviego lure mediocr kung pow : enter fist 
1	 doe such fine job engulf you it world alli you it characters' choic good ill it shortcom rememb onli afterthought 
1	claud miller air out tight plot easi pace focu charact drama over crime-film complic 
-1	 fifti minut tediou adolesc melodramat follow thirty-f minut inflat nonsens 
1	lightheart feel-good film embrac time-honor truth most power thing life love 
-1	differ between movi courag go over top movi don't care about be stupid
-1	stiff schmaltzi clumsili direct 
-1	storytel feel slight 
1	ambiti 'what if ? ' work 
1	watch gentl mesmer portrait man come term time you bare realiz your mind be blown 
-1	plot combin blue brother almost famou ( but bear g rate ) excruci dollop disnei sentiment mix good measur 
1	norton hold film togeth 
1	what' so strike about jolie' perform she never let her charact becom caricatur -- not even radioact hair 
-1	uplift drama what antwon fisher isn't howev origin 
-1	de ayala requir suppli too much energi film overal far too staid it subject matter 
-1	actor forc grappl hazi motiv never come focu 
-1	my tast film' comic charact come peril close be amos andi new gener 
1	film tune grief could lead man across centuri 
-1	it' hard believ someth so short could so flabbi 
1	steven ha flair dialogu comedi film oper nice off element surpris larg cast solid 
-1	citi sea cinemat equival defens drive : it' care conscienti make no major mistak but what save live freewai doe not necessarili make persuas view 
1	ultim too repel fulli endear itself american art hous audienc but notabl it stylist auster forc 
-1	film start promisingli but end all too predict far too clich realli work 
-1	briefli flirt player masoch but point real interest -� audienc sadism -- evad complet 
-1	script dim-wit pair teen-speak anim gibberish 
1	movie' thesi -- eleg technolog mass -- surprisingli refresh 
-1	essenti awkward version lightweight femal empower pictur we'v watch decad
1	undoubtedli scariest movi ever made about tattoo 
1	cautionari tale about grandios colleg student who see himself impervi fall 
-1	[a] boldli stroke luridli colour uni-dimension nonsens machin stroke eyebal while evapor like so much crypt mist brain 
1	my wife actress utterli charm french comedi feel so american sensibl style it' virtual it own hollywood remak 
1	' despit lag near finish line movi run good race on will have you edg your seat long stretch '
-1	 road pave good intent lead video store 
-1	under 15 ? giggl minut over ag 15 ? big fat wast time 
-1	soul what' lack everi charact movi subsequ movi itself 
1	far more imagin ambiti trivial cash-in featur nickelodeon ha made it other anim tv seri 
1	rife rueful wry humor spring out yiddish cultur languag 
1	bai brother have taken small slice histori open up all us understand they'v told nice littl stori process 
1	action sequenc fun reminisc combat scene star war seri 
-1	overal feel film pretti cheesi but there' still real sens star trek tradit ha honor best given embarrass script weak direct 
-1	sinc dahmer resort standard slasher flick thrill should most mind killer miss major opportun truli revelatori about hi psych 
-1	satir just too easi genuin satisfi 
-1	long-wind predict scenario 
1	well-execut spy-thril 
-1	film creat sole becaus it' market product soulless ugli movi like result let your silli childhood nostalgia slumber unmolest 
1	'film aficionado cannot help but love cinema paradiso whether origin version new director' cut '
1	exhilar futurist thriller-noir minor report twist best technolog around grip stori deliv rivet puls intensifi escapist adventur first order
1	gentl blend present dai testimoni surviv footag burstein hi famili perform histor archiv tell still 
-1	murder mayhem sort quickli becom monoton 
1	those prone indign need not appli ; those suscept blue hilar step right up 
